run_id,video_id,frame_idx,track_id,cls_id,cx_norm,cy_norm,h_norm,area_norm,aspect_ratio,conf,queue_len,area_growth_k,h_growth_k,dx_k,dy_k,ema_dx,ema_dy,ema_area_growth,ema_h_growth,mean_conf_ema,dist_to_center,slope_h,slope_cy,slope_dist_to_center,frac_positive_h_growth,frac_toward_center,std_cx,std_delta_h,label
0a96b25258b0,cyclar_data_5,1110.0,269.0,2.0,0.5583333333333333,0.6699074074074074,0.43796296296296294,0.10219135802469136,0.9471458773784355,0.9077673554420472,9.0,3.7108621226268284,0.25132275132275134,-162.5,-49.5,-15.334172609999996,-1.4265205649999992,0.14298851264774962,0.00972933669685558,0.8460655401749848,0.05833333333333335,13.866666666666667,-5.566666666666666,-0.011801215012868245,0.625,1.0,59.144100189208984,23.750986099243164,0.0
0a96b25258b0,cyclar_data_5,1116.0,269.0,2.0,0.5341145833333333,0.7407407407407407,0.31851851851851853,0.08974922839506173,1.572674418604651,0.8272271752357483,15.0,3.1372993641901203,-0.08994708994708994,-209.0,27.0,-9.466011073393888,10.549191282048312,-0.001022715017547038,-0.04584714403217983,0.8674830549268625,0.03411458333333328,-2.914285714285714,3.117857142857143,-0.007783668381827218,0.35714285714285715,1.0,67.40931701660156,25.828319549560547,0.0
0a96b25258b0,cyclar_data_5,1122.0,269.0,2.0,0.49635416666666665,0.7361111111111112,0.32222222222222224,0.10640046296296296,1.8218390804597702,0.9304088354110718,21.0,3.9048952914499133,-0.07936507936507936,-281.5,22.0,-14.715930736773718,1.1175033051417014,0.02422974812258486,-0.0019419728577479973,0.9015538199267004,0.003645833333333348,-5.779220779220779,3.916883116883117,-0.006399485972020533,0.45,1.0,78.14112091064453,22.397544860839844,0.0
0a96b25258b0,cyclar_data_5,1128.0,269.0,2.0,0.4283854166666667,0.7296296296296296,0.2759259259259259,0.07573591820987655,1.7684563758389262,0.9209464192390442,24.0,0.6204509105917556,-0.34505494505494505,-353.0,73.5,-17.916950535250685,-4.319484353653384,-0.05461972797134877,-0.025976931261175118,0.9231160260895257,0.07161458333333331,-8.321739130434782,4.450434782608696,-0.002004642279251762,0.30434782608695654,0.7391304347826086,94.6507797241211,13.363324165344238,0.0
0a96b25258b0,cyclar_data_5,1134.0,269.0,2.0,0.41354166666666664,0.7185185185185186,0.22037037037037038,0.048206018518518516,1.7647058823529411,0.9319313764572144,24.0,-0.540582774152036,-0.49682875264270615,-272.0,52.5,-4.675957813521706,-1.1697415147229664,-0.06874360118053745,-0.033558571541329595,0.9296149244901186,0.08645833333333336,-7.6173913043478265,0.6899998938519022,0.0022963088491688606,0.17391304347826086,0.4782608695652174,100.681640625,11.680368423461914,0.0
0a96b25258b0,cyclar_data_5,1140.0,281.0,2.0,0.6330729166666667,0.7125,0.3712962962962963,0.029974440586419755,0.3865336658354115,0.4618228673934936,2.0,0.3189389920424403,0.0636604774535809,-17.0,-9.0,-5.1,-2.6999999999999997,0.09568169761273208,0.01909814323607427,0.6545203268527984,0.13307291666666665,24.0,-9.0,-0.00885416567325592,1.0,1.0,8.5,0.0,0.0
0a96b25258b0,cyclar_data_5,1146.0,281.0,2.0,0.571875,0.675,0.4462962962962963,0.08786458333333333,0.7842323651452282,0.9247968792915344,7.0,2.866228116710875,0.27851458885941643,-134.5,-49.5,-14.113811999999998,-3.685778999999999,0.15698817375962054,0.018170786307029032,0.8507712323637602,0.07187500000000002,17.642857142857142,-8.5,-0.011848957410880498,0.8333333333333334,1.0,49.61772155761719,24.081459045410156,0.0
0a96b25258b0,cyclar_data_5,1152.0,281.0,2.0,0.5471354166666667,0.675,0.4425925925925926,0.11133969907407408,1.0104602510460252,0.9150614142417908,13.0,3.8991830238726792,0.26790450928381965,-182.0,-49.5,-8.906725367987999,-0.3271582135709998,0.056386274457457045,0.0028862894671688923,0.908741985469731,0.04713541666666665,5.373626373626373,-2.9945054945054945,-0.006859546179299826,0.5,1.0,53.704124450683594,19.384092330932617,0.0
0a96b25258b0,cyclar_data_5,1158.0,281.0,2.0,0.5270833333333333,0.6819444444444445,0.425,0.12484375,1.2287581699346406,0.9143696427345276,19.0,4.493389920424403,0.21750663129973474,-220.5,-42.0,-6.3701058328184175,-0.8884003366684143,0.030955029460352654,0.0036263860927761796,0.9076579539831461,0.027083333333333348,1.1245616176672149,-0.7552631578947369,-0.005360471574883712,0.5,1.0,60.12428665161133,20.99264907836914,0.0
0a96b25258b0,cyclar_data_5,1164.0,281.0,2.0,0.51171875,0.7199074074074074,0.36018518518518516,0.11649739583333334,1.5964010282776349,0.841935396194458,24.0,2.88655779905076,-0.029925187032418952,-233.0,8.0,-4.8529175811252525,7.012808088791297,-0.012549319914753195,-0.02891119191889984,0.860693961158611,0.01171875,-2.0765217391304347,1.0178260869565217,-0.004105412027110224,0.43478260869565216,1.0,56.9032096862793,21.26616096496582,0.0
0a96b25258b0,cyclar_data_5,1170.0,281.0,2.0,0.4791666666666667,0.7226851851851852,0.30092592592592593,0.08338155864197531,1.636923076923077,0.9214501976966858,24.0,-0.07014015122995343,-0.3200836820083682,-173.5,51.5,-11.407438900501804,0.1092258588382069,-0.06067937153334661,-0.03554892939638981,0.909478953029319,0.020833333333333315,-6.47,2.957608695652174,-0.0026813855378524116,0.2608695652173913,0.8695652173913043,46.12308120727539,15.403580665588379,0.0
0a96b25258b0,cyclar_data_5,1176.0,281.0,2.0,0.43255208333333334,0.7282407407407407,0.23796296296296296,0.05242621527777778,1.6459143968871595,0.9245365858078004,24.0,-0.5283687635574837,-0.44251626898047725,-211.5,48.0,-12.674980279205135,1.2342268130664562,-0.06680419704351669,-0.037251062955372435,0.9236412932041086,0.06744791666666666,-9.998695652173913,2.6745652173913044,0.000690783573233563,0.21739130434782608,0.6086956521739131,64.08065032958984,14.952981948852539,0.0
0a96b25258b0,cyclar_data_5,1182.0,281.0,2.0,0.40390625,0.7101851851851851,0.19444444444444445,0.035546875,1.6714285714285715,0.903276801109314,24.0,-0.7244321155657909,-0.5493562231759657,-230.5,33.0,-8.854979254868203,-1.5748699496695442,-0.0623580551861447,-0.031035693802730722,0.9214208802592131,0.09609374999999998,-11.54304347826087,0.9558695652173913,0.004015964839769446,0.043478260869565216,0.34782608695652173,79.34405517578125,8.798736572265625,0.0
0a96b25258b0,cyclar_data_5,1194.0,295.0,2.0,0.5635416666666667,0.6180555555555556,0.39351851851851855,0.08690200617283951,0.9976470588235294,0.6457053422927856,10.0,0.1808340541532332,-0.12551440329218108,-55.0,-55.5,-2.599897912499999,-3.223907603999999,-0.013009843708269487,-0.024533631999552795,0.6914758829230191,0.06354166666666672,-7.303030303030303,-8.22121212121212,-0.002979798027963349,0.2222222222222222,0.7777777777777778,18.922473907470703,8.68942928314209,0.0
0a96b25258b0,cyclar_data_5,1194.0,303.0,5.0,0.5638020833333334,0.6180555555555556,0.38981481481481484,0.08628713348765432,1.009501187648456,0.4682225584983825,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4682225584983825,0.06380208333333337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0a96b25258b0,cyclar_data_5,1200.0,295.0,2.0,0.55390625,0.6759259259259259,0.4074074074074074,0.09739583333333333,1.0431818181818182,0.6273654699325562,15.0,0.32342533616418967,-0.09465020576131687,-73.5,7.0,-2.4018598421538746,11.380352848995718,0.02886514246345609,0.01791686257347625,0.7237923747160682,0.053906250000000044,-7.2214285714285715,-1.3285714285714285,-0.002374441708837237,0.35714285714285715,0.7857142857142857,21.50338363647461,16.04648780822754,0.0
